transaction_id,line_item_id,invoice_id,synced_at,txn_type,txn_source,txn_date,inv_supplier_name,inv_supplier_gstin,inv_supplier_pan,inv_supplier_city,inv_supplier_state,inv_supplier_email,inv_supplier_phone,inv_supplier_bank_name,vnd_vendor_id,vnd_vendor_code,vnd_vendor_name_normalized,vnd_vendor_type,vnd_trade_category,vnd_overall_rating,vnd_financial_health,vnd_blacklisted,vnd_approved_vendor,vnd_msme_flag,inv_project_id,inv_project_code,inv_project_name,prj_client_name,prj_site_city,prj_site_state,prj_type,prj_total_contract_value,prj_is_epc,prj_status,inv_invoice_number,inv_invoice_date,inv_invoice_type,inv_invoice_currency,inv_place_of_supply,inv_li_sl_no,inv_li_description,inv_li_hsn_sac_code,inv_li_quantity,inv_li_uom,inv_li_uom_normalized,inv_li_unit_rate,inv_li_taxable_amount,inv_li_total_amount,inv_li_epc_category,inv_li_material_type,inv_taxable_amount,inv_cgst_amount,inv_sgst_amount,inv_igst_amount,inv_other_charges,inv_total_amount,inv_duplicate_flag,inv_off_contract_flag,inv_price_variance_flag,inv_grn_matched,po_over_invoiced_flag,row_process_id
INV-7929B99F,LI-0001218,INV-6D8FCCA1,2026-05-08 18:01:39,invoice,ocr_pdf,2024-05-11,Fay an i+iconUSA Company,75-7586208,36-351023-8243,Exton,PA,procurement@fay.com,+1-704-290-2486,HSBC,00000000-0000-0000-0000-00009ad08669,VND-FAI-023,Fay an i+iconUSA Company,subcontractor,civil,4.7,B,0,1,0,PROJ-LNG-004,BEC-LNG-RG5,Rio Grande LNG Train 5,NextDecade Corporation,Brownsville,TX,lng,4320000000,1,active,FA-2024-0001218,2024-05-11,tax_invoice,USD,TX,18,Civil supply — Rio Grande LNG Train 5 Lot 18,7304,21.77,CY,CY,4045.56,88071.84,88071.84,civil,aggregate,88071.84,0.0,0.0,0.0,473.35,88071.84,0,0,0,0,0,1218
INV-5E1E094C,LI-0001219,INV-B5C5E056,2026-05-08 18:01:39,invoice,ocr_pdf,2025-11-09,Lindy Paving Inc,46-5329712,58-996748-1262,Pittsburgh,PA,procurement@lindypaving.com,+1-480-262-8514,Deutsche Bank,00000000-0000-0000-0000-000297e62614,VND-LPI-024,Lindy Paving Inc,subcontractor,civil,4.3,A,0,1,1,PROJ-LNG-002,BEC-LNG-RG1,Rio Grande LNG Phase 1 Trains 1-3,NextDecade Corporation,Brownsville,TX,lng,12000000000,1,active,LP-2025-0001219,2025-11-09,tax_invoice,USD,TX,1,Civil supply — Rio Grande LNG Phase 1 Trains 1-3 Lot 1,8413,26.51,CY,CY,4853.05,128654.36,139268.34,civil,aggregate,128654.36,0.0,0.0,0.0,472.17,139268.34,0,0,0,0,0,1219
INV-9D58DE5B,LI-0001220,INV-83844533,2026-05-08 18:01:39,invoice,ocr_pdf,2025-03-18,Lindy Paving Inc,46-5329712,58-996748-1262,Pittsburgh,PA,procurement@lindypaving.com,+1-480-262-8514,Deutsche Bank,00000000-0000-0000-0000-000297e62614,VND-LPI-024,Lindy Paving Inc,subcontractor,civil,4.3,A,0,1,1,PROJ-LNG-002,BEC-LNG-RG1,Rio Grande LNG Phase 1 Trains 1-3,NextDecade Corporation,Brownsville,TX,lng,12000000000,1,active,LP-2025-0001220,2025-03-18,tax_invoice,USD,TX,2,Civil supply — Rio Grande LNG Phase 1 Trains 1-3 Lot 2,7214,41.12,CY,CY,1430.37,58816.81,63669.2,civil,aggregate,58816.81,0.0,0.0,0.0,334.92,63669.2,0,0,0,0,0,1220
INV-F9B09884,LI-0001221,INV-C9959C87,2026-05-08 18:01:39,invoice,ocr_pdf,2023-02-04,Lindy Paving Inc,46-5329712,58-996748-1262,Pittsburgh,PA,procurement@lindypaving.com,+1-480-262-8514,Deutsche Bank,00000000-0000-0000-0000-000297e62614,VND-LPI-024,Lindy Paving Inc,subcontractor,civil,4.3,A,0,1,1,PROJ-LNG-002,BEC-LNG-RG1,Rio Grande LNG Phase 1 Trains 1-3,NextDecade Corporation,Brownsville,TX,lng,12000000000,1,active,LP-2023-0001221,2023-02-04,tax_invoice,USD,TX,3,Civil supply — Rio Grande LNG Phase 1 Trains 1-3 Lot 3,8544,19.79,CY,CY,3725.81,73733.78,73733.78,civil,aggregate,73733.78,0.0,0.0,0.0,156.36,73733.78,0,0,0,0,0,1221
INV-ABD7D884,LI-0001222,INV-2F3A0ED9,2026-05-08 18:01:39,invoice,ocr_pdf,2025-01-01,Lindy Paving Inc,46-5329712,58-996748-1262,Pittsburgh,PA,procurement@lindypaving.com,+1-480-262-8514,Deutsche Bank,00000000-0000-0000-0000-000297e62614,VND-LPI-024,Lindy Paving Inc,subcontractor,civil,4.3,A,0,1,1,PROJ-LNG-002,BEC-LNG-RG1,Rio Grande LNG Phase 1 Trains 1-3,NextDecade Corporation,Brownsville,TX,lng,12000000000,1,active,LP-2025-0001222,2025-01-01,tax_invoice,USD,TX,4,Civil supply — Rio Grande LNG Phase 1 Trains 1-3 Lot 4,8544,33.45,CY,CY,1757.77,58797.41,58797.41,civil,aggregate,58797.41,0.0,0.0,0.0,317.82,58797.41,0,0,0,0,0,1222
INV-D675F63F,LI-0001223,INV-226D633F,2026-05-08 18:01:39,invoice,ocr_pdf,2024-01-03,Lindy Paving Inc,46-5329712,58-996748-1262,Pittsburgh,PA,procurement@lindypaving.com,+1-480-262-8514,Deutsche Bank,00000000-0000-0000-0000-000297e62614,VND-LPI-024,Lindy Paving Inc,subcontractor,civil,4.3,A,0,1,1,PROJ-LNG-002,BEC-LNG-RG1,Rio Grande LNG Phase 1 Trains 1-3,NextDecade Corporation,Brownsville,TX,lng,12000000000,1,active,LP-2024-0001223,2024-01-03,tax_invoice,USD,TX,5,Civil supply — Rio Grande LNG Phase 1 Trains 1-3 Lot 5,8544,46.42,CY,CY,1649.77,76582.32,76582.32,civil,aggregate,76582.32,0.0,0.0,0.0,50.99,76582.32,0,0,0,0,0,1223
INV-DEB22720,LI-0001224,INV-CDB5CC08,2026-05-08 18:01:39,invoice,ocr_pdf,2024-05-02,Lindy Paving Inc,46-5329712,58-996748-1262,Pittsburgh,PA,procurement@lindypaving.com,+1-480-262-8514,Deutsche Bank,00000000-0000-0000-0000-000297e62614,VND-LPI-024,Lindy Paving Inc,subcontractor,civil,4.3,A,0,1,1,PROJ-LNG-002,BEC-LNG-RG1,Rio Grande LNG Phase 1 Trains 1-3,NextDecade Corporation,Brownsville,TX,lng,12000000000,1,active,LP-2024-0001224,2024-05-02,tax_invoice,USD,TX,6,Civil supply — Rio Grande LNG Phase 1 Trains 1-3 Lot 6,7304,10.11,CY,CY,3770.27,38117.43,38117.43,civil,aggregate,38117.43,0.0,0.0,0.0,131.0,38117.43,0,0,0,0,0,1224
INV-FA3160EA,LI-0001225,INV-58AFEBC8,2026-05-08 18:01:39,invoice,ocr_pdf,2025-04-01,Lindy Paving Inc,46-5329712,58-996748-1262,Pittsburgh,PA,procurement@lindypaving.com,+1-480-262-8514,Deutsche Bank,00000000-0000-0000-0000-000297e62614,VND-LPI-024,Lindy Paving Inc,subcontractor,civil,4.3,A,0,1,1,PROJ-LNG-002,BEC-LNG-RG1,Rio Grande LNG Phase 1 Trains 1-3,NextDecade Corporation,Brownsville,TX,lng,12000000000,1,active,LP-2025-0001225,2025-04-01,tax_invoice,USD,TX,7,Civil supply — Rio Grande LNG Phase 1 Trains 1-3 Lot 7,8544,3.48,CY,CY,2904.54,10107.8,10107.8,civil,aggregate,10107.8,0.0,0.0,0.0,102.46,10107.8,0,0,0,0,0,1225
INV-175608BF,LI-0001226,INV-8E6CD8C1,2026-05-08 18:01:39,invoice,ocr_pdf,2024-11-27,Lindy Paving Inc,46-5329712,58-996748-1262,Pittsburgh,PA,procurement@lindypaving.com,+1-480-262-8514,Deutsche Bank,00000000-0000-0000-0000-000297e62614,VND-LPI-024,Lindy Paving Inc,subcontractor,civil,4.3,A,0,1,1,PROJ-LNG-002,BEC-LNG-RG1,Rio Grande LNG Phase 1 Trains 1-3,NextDecade Corporation,Brownsville,TX,lng,12000000000,1,active,LP-2024-0001226,2024-11-27,tax_invoice,USD,TX,8,Civil supply — Rio Grande LNG Phase 1 Trains 1-3 Lot 8,3926,24.33,CY,CY,3007.01,73160.55,76818.58,civil,aggregate,73160.55,0.0,0.0,0.0,218.98,76818.58,0,0,0,0,0,1226
INV-C29E9F37,LI-0001227,INV-6A805702,2026-05-08 18:01:39,invoice,ocr_pdf,2008-12-02,Lindy Paving Inc,46-5329712,58-996748-1262,Pittsburgh,PA,procurement@lindypaving.com,+1-480-262-8514,Deutsche Bank,00000000-0000-0000-0000-000297e62614,VND-LPI-024,Lindy Paving Inc,subcontractor,civil,4.3,A,0,1,1,PROJ-ENV-001,BEC-ENV-HAN,Hanford Waste Treatment Plant,US Dept of Energy,Richland,WA,environmental,17000000000,1,active,LP-2008-0001227,2008-12-02,tax_invoice,USD,WA,1,Civil supply — Hanford Waste Treatment Plant Lot 1,7304,11.2,CY,CY,1089.6,12203.52,12203.52,civil,aggregate,12203.52,0.0,0.0,0.0,6.7,12203.52,0,0,0,0,0,1227
INV-C6B66539,LI-0001228,INV-FE52422C,2026-05-08 18:01:39,invoice,ocr_pdf,2019-12-14,Lindy Paving Inc,46-5329712,58-996748-1262,Pittsburgh,PA,procurement@lindypaving.com,+1-480-262-8514,Deutsche Bank,00000000-0000-0000-0000-000297e62614,VND-LPI-024,Lindy Paving Inc,subcontractor,civil,4.3,A,0,1,1,PROJ-ENV-001,BEC-ENV-HAN,Hanford Waste Treatment Plant,US Dept of Energy,Richland,WA,environmental,17000000000,1,active,LP-2019-0001228,2019-12-14,tax_invoice,USD,WA,2,Civil supply — Hanford Waste Treatment Plant Lot 2,3926,3.03,CY,CY,653.07,1978.8,1978.8,civil,aggregate,1978.8,0.0,0.0,0.0,334.24,1978.8,0,0,0,0,0,1228
INV-E7558A8D,LI-0001229,INV-B346F621,2026-05-08 18:01:39,invoice,ocr_pdf,2019-01-18,Lindy Paving Inc,46-5329712,58-996748-1262,Pittsburgh,PA,procurement@lindypaving.com,+1-480-262-8514,Deutsche Bank,00000000-0000-0000-0000-000297e62614,VND-LPI-024,Lindy Paving Inc,subcontractor,civil,4.3,A,0,1,1,PROJ-ENV-001,BEC-ENV-HAN,Hanford Waste Treatment Plant,US Dept of Energy,Richland,WA,environmental,17000000000,1,active,LP-2019-0001229,2019-01-18,tax_invoice,USD,WA,3,Civil supply — Hanford Waste Treatment Plant Lot 3,7306,15.44,CY,CY,674.47,10413.82,10413.82,civil,aggregate,10413.82,0.0,0.0,0.0,176.86,10413.82,0,0,0,0,0,1229
INV-D827D1E1,LI-0001230,INV-64BA276E,2026-05-08 18:01:39,invoice,ocr_pdf,2014-11-03,Lindy Paving Inc,46-5329712,58-996748-1262,Pittsburgh,PA,procurement@lindypaving.com,+1-480-262-8514,Deutsche Bank,00000000-0000-0000-0000-000297e62614,VND-LPI-024,Lindy Paving Inc,subcontractor,civil,4.3,A,0,1,1,PROJ-ENV-001,BEC-ENV-HAN,Hanford Waste Treatment Plant,US Dept of Energy,Richland,WA,environmental,17000000000,1,active,LP-2014-0001230,2014-11-03,tax_invoice,USD,WA,4,Civil supply — Hanford Waste Treatment Plant Lot 4,3926,34.53,CY,CY,3192.85,110249.11,119344.66,civil,aggregate,110249.11,0.0,0.0,0.0,349.85,119344.66,0,0,0,0,0,1230
INV-9D3F0879,LI-0001231,INV-21C1954E,2026-05-08 18:01:39,invoice,ocr_pdf,2023-06-15,Lindy Paving Inc,46-5329712,58-996748-1262,Pittsburgh,PA,procurement@lindypaving.com,+1-480-262-8514,Deutsche Bank,00000000-0000-0000-0000-000297e62614,VND-LPI-024,Lindy Paving Inc,subcontractor,civil,4.3,A,0,1,1,PROJ-ENV-001,BEC-ENV-HAN,Hanford Waste Treatment Plant,US Dept of Energy,Richland,WA,environmental,17000000000,1,active,LP-2023-0001231,2023-06-15,tax_invoice,USD,WA,5,Civil supply — Hanford Waste Treatment Plant Lot 5,7214,24.63,CY,CY,4260.62,104939.07,104939.07,civil,aggregate,104939.07,0.0,0.0,0.0,24.46,104939.07,0,0,0,0,0,1231
INV-274E2D78,LI-0001232,INV-6272A77D,2026-05-08 18:01:39,invoice,ocr_pdf,2017-06-14,Lindy Paving Inc,46-5329712,58-996748-1262,Pittsburgh,PA,procurement@lindypaving.com,+1-480-262-8514,Deutsche Bank,00000000-0000-0000-0000-000297e62614,VND-LPI-024,Lindy Paving Inc,subcontractor,civil,4.3,A,0,1,1,PROJ-ENV-001,BEC-ENV-HAN,Hanford Waste Treatment Plant,US Dept of Energy,Richland,WA,environmental,17000000000,1,active,LP-2017-0001232,2017-06-14,tax_invoice,USD,WA,6,Civil supply — Hanford Waste Treatment Plant Lot 6,3926,38.94,CY,CY,2185.31,85095.97,85095.97,civil,aggregate,85095.97,0.0,0.0,0.0,416.23,85095.97,0,0,0,0,0,1232
INV-944C9F10,LI-0001233,INV-DEEAC9F6,2026-05-08 18:01:39,invoice,ocr_pdf,2009-07-28,Lindy Paving Inc,46-5329712,58-996748-1262,Pittsburgh,PA,procurement@lindypaving.com,+1-480-262-8514,Deutsche Bank,00000000-0000-0000-0000-000297e62614,VND-LPI-024,Lindy Paving Inc,subcontractor,civil,4.3,A,0,1,1,PROJ-ENV-001,BEC-ENV-HAN,Hanford Waste Treatment Plant,US Dept of Energy,Richland,WA,environmental,17000000000,1,active,LP-2009-0001233,2009-07-28,tax_invoice,USD,WA,7,Civil supply — Hanford Waste Treatment Plant Lot 7,8413,27.54,CY,CY,3211.6,88447.46,88447.46,civil,aggregate,88447.46,0.0,0.0,0.0,158.94,88447.46,0,0,0,0,0,1233
INV-6A5A6C0B,LI-0001234,INV-C47004F9,2026-05-08 18:01:39,invoice,ocr_pdf,2019-07-23,Lindy Paving Inc,46-5329712,58-996748-1262,Pittsburgh,PA,procurement@lindypaving.com,+1-480-262-8514,Deutsche Bank,00000000-0000-0000-0000-000297e62614,VND-LPI-024,Lindy Paving Inc,subcontractor,civil,4.3,A,0,1,1,PROJ-ENV-001,BEC-ENV-HAN,Hanford Waste Treatment Plant,US Dept of Energy,Richland,WA,environmental,17000000000,1,active,LP-2019-0001234,2019-07-23,tax_invoice,USD,WA,8,Civil supply — Hanford Waste Treatment Plant Lot 8,3926,26.53,CY,CY,3336.7,88522.65,92948.78,civil,aggregate,88522.65,0.0,0.0,0.0,447.86,92948.78,0,0,0,0,0,1234
INV-B0E8A173,LI-0001235,INV-D97EB5C3,2026-05-08 18:01:39,invoice,ocr_pdf,2018-05-31,Lindy Paving Inc,46-5329712,58-996748-1262,Pittsburgh,PA,procurement@lindypaving.com,+1-480-262-8514,Deutsche Bank,00000000-0000-0000-0000-000297e62614,VND-LPI-024,Lindy Paving Inc,subcontractor,civil,4.3,A,0,1,1,PROJ-ENV-001,BEC-ENV-HAN,Hanford Waste Treatment Plant,US Dept of Energy,Richland,WA,environmental,17000000000,1,active,LP-2018-0001235,2018-05-31,tax_invoice,USD,WA,9,Civil supply — Hanford Waste Treatment Plant Lot 9,3926,36.06,CY,CY,1565.85,56464.55,61122.88,civil,aggregate,56464.55,0.0,0.0,0.0,309.21,61122.88,0,0,0,0,0,1235
INV-A4D821D8,LI-0001236,INV-A59C8A54,2026-05-08 18:01:39,invoice,ocr_pdf,2023-06-27,Lindy Paving Inc,46-5329712,58-996748-1262,Pittsburgh,PA,procurement@lindypaving.com,+1-480-262-8514,Deutsche Bank,00000000-0000-0000-0000-000297e62614,VND-LPI-024,Lindy Paving Inc,subcontractor,civil,4.3,A,0,1,1,PROJ-MIN-001,BEC-MIN-QBC,Quebrada Blanca Phase 2 Copper Mine,Teck Resources,Tarapaca Region,I,mining,5300000000,1,active,LP-2023-0001236,2023-06-27,tax_invoice,USD,I,1,Civil supply — Quebrada Blanca Phase 2 Copper Mine Lot 1,8537,22.28,CY,CY,672.12,14974.83,15723.57,civil,aggregate,14974.83,0.0,0.0,0.0,66.71,15723.57,0,0,0,0,0,1236
INV-51E23D1C,LI-0001237,INV-D56E24AC,2026-05-08 18:01:39,invoice,ocr_pdf,2021-01-07,Lindy Paving Inc,46-5329712,58-996748-1262,Pittsburgh,PA,procurement@lindypaving.com,+1-480-262-8514,Deutsche Bank,00000000-0000-0000-0000-000297e62614,VND-LPI-024,Lindy Paving Inc,subcontractor,civil,4.3,A,0,1,1,PROJ-MIN-001,BEC-MIN-QBC,Quebrada Blanca Phase 2 Copper Mine,Teck Resources,Tarapaca Region,I,mining,5300000000,1,active,LP-2021-0001237,2021-01-07,tax_invoice,USD,I,2,Civil supply — Quebrada Blanca Phase 2 Copper Mine Lot 2,8544,37.09,CY,CY,4727.29,175335.19,184101.95,civil,aggregate,175335.19,0.0,0.0,0.0,23.16,184101.95,0,0,0,0,0,1237
INV-5A3FFDD9,LI-0001238,INV-BBD785C2,2026-05-08 18:01:39,invoice,ocr_pdf,2024-03-15,Lindy Paving Inc,46-5329712,58-996748-1262,Pittsburgh,PA,procurement@lindypaving.com,+1-480-262-8514,Deutsche Bank,00000000-0000-0000-0000-000297e62614,VND-LPI-024,Lindy Paving Inc,subcontractor,civil,4.3,A,0,1,1,PROJ-MIN-001,BEC-MIN-QBC,Quebrada Blanca Phase 2 Copper Mine,Teck Resources,Tarapaca Region,I,mining,5300000000,1,active,LP-2024-0001238,2024-03-15,tax_invoice,USD,I,3,Civil supply — Quebrada Blanca Phase 2 Copper Mine Lot 3,7214,7.26,CY,CY,4926.7,35767.84,37556.23,civil,aggregate,35767.84,0.0,0.0,0.0,169.58,37556.23,0,0,0,0,0,1238
INV-CAE10B98,LI-0001239,INV-EA0785F7,2026-05-08 18:01:39,invoice,ocr_pdf,2023-08-03,Lindy Paving Inc,46-5329712,58-996748-1262,Pittsburgh,PA,procurement@lindypaving.com,+1-480-262-8514,Deutsche Bank,00000000-0000-0000-0000-000297e62614,VND-LPI-024,Lindy Paving Inc,subcontractor,civil,4.3,A,0,1,1,PROJ-MIN-001,BEC-MIN-QBC,Quebrada Blanca Phase 2 Copper Mine,Teck Resources,Tarapaca Region,I,mining,5300000000,1,active,LP-2023-0001239,2023-08-03,tax_invoice,USD,I,4,Civil supply — Quebrada Blanca Phase 2 Copper Mine Lot 4,8413,20.6,CY,CY,2807.06,57825.44,60716.71,civil,aggregate,57825.44,0.0,0.0,0.0,108.2,60716.71,0,0,0,0,0,1239
INV-5F7E47A2,LI-0001240,INV-E8203EB8,2026-05-08 18:01:39,invoice,ocr_pdf,2022-11-25,Lindy Paving Inc,46-5329712,58-996748-1262,Pittsburgh,PA,procurement@lindypaving.com,+1-480-262-8514,Deutsche Bank,00000000-0000-0000-0000-000297e62614,VND-LPI-024,Lindy Paving Inc,subcontractor,civil,4.3,A,0,1,1,PROJ-MIN-001,BEC-MIN-QBC,Quebrada Blanca Phase 2 Copper Mine,Teck Resources,Tarapaca Region,I,mining,5300000000,1,active,LP-2022-0001240,2022-11-25,tax_invoice,USD,I,5,Civil supply — Quebrada Blanca Phase 2 Copper Mine Lot 5,3926,13.03,CY,CY,2642.32,34429.43,34429.43,civil,aggregate,34429.43,0.0,0.0,0.0,299.83,34429.43,0,0,0,0,0,1240
INV-44E3CACD,LI-0001241,INV-207DCD30,2026-05-08 18:01:39,invoice,ocr_pdf,2021-09-28,Lindy Paving Inc,46-5329712,58-996748-1262,Pittsburgh,PA,procurement@lindypaving.com,+1-480-262-8514,Deutsche Bank,00000000-0000-0000-0000-000297e62614,VND-LPI-024,Lindy Paving Inc,subcontractor,civil,4.3,A,0,1,1,PROJ-MIN-001,BEC-MIN-QBC,Quebrada Blanca Phase 2 Copper Mine,Teck Resources,Tarapaca Region,I,mining,5300000000,1,active,LP-2021-0001241,2021-09-28,tax_invoice,USD,I,6,Civil supply — Quebrada Blanca Phase 2 Copper Mine Lot 6,8481,1.64,CY,CY,704.17,1154.84,1250.11,civil,aggregate,1154.84,0.0,0.0,0.0,417.67,1250.11,0,0,0,0,0,1241
INV-38C82CA8,LI-0001242,INV-A3B6C3F1,2026-05-08 18:01:39,invoice,ocr_pdf,2020-06-21,Lindy Paving Inc,46-5329712,58-996748-1262,Pittsburgh,PA,procurement@lindypaving.com,+1-480-262-8514,Deutsche Bank,00000000-0000-0000-0000-000297e62614,VND-LPI-024,Lindy Paving Inc,subcontractor,civil,4.3,A,0,1,1,PROJ-MIN-001,BEC-MIN-QBC,Quebrada Blanca Phase 2 Copper Mine,Teck Resources,Tarapaca Region,I,mining,5300000000,1,active,LP-2020-0001242,2020-06-21,tax_invoice,USD,I,7,Civil supply — Quebrada Blanca Phase 2 Copper Mine Lot 7,8708,31.49,CY,CY,2072.26,65255.47,70639.05,civil,aggregate,65255.47,0.0,0.0,0.0,424.64,70639.05,0,0,0,0,0,1242
INV-34B5D8C8,LI-0001243,INV-1479F546,2026-05-08 18:01:39,invoice,ocr_pdf,2020-04-21,Lindy Paving Inc,46-5329712,58-996748-1262,Pittsburgh,PA,procurement@lindypaving.com,+1-480-262-8514,Deutsche Bank,00000000-0000-0000-0000-000297e62614,VND-LPI-024,Lindy Paving Inc,subcontractor,civil,4.3,A,0,1,1,PROJ-MIN-001,BEC-MIN-QBC,Quebrada Blanca Phase 2 Copper Mine,Teck Resources,Tarapaca Region,I,mining,5300000000,1,active,LP-2020-0001243,2020-04-21,tax_invoice,USD,I,8,Civil supply — Quebrada Blanca Phase 2 Copper Mine Lot 8,7306,32.22,CY,CY,4769.06,153659.11,166335.99,civil,aggregate,153659.11,0.0,0.0,0.0,179.8,166335.99,0,0,0,0,0,1243
INV-9C99C60C,LI-0001244,INV-1FCCCCCC,2026-05-08 18:01:39,invoice,ocr_pdf,2022-09-07,Lindy Paving Inc,46-5329712,58-996748-1262,Pittsburgh,PA,procurement@lindypaving.com,+1-480-262-8514,Deutsche Bank,00000000-0000-0000-0000-000297e62614,VND-LPI-024,Lindy Paving Inc,subcontractor,civil,4.3,A,0,1,1,PROJ-MIN-001,BEC-MIN-QBC,Quebrada Blanca Phase 2 Copper Mine,Teck Resources,Tarapaca Region,I,mining,5300000000,1,active,LP-2022-0001244,2022-09-07,tax_invoice,USD,I,9,Civil supply — Quebrada Blanca Phase 2 Copper Mine Lot 9,8708,40.7,CY,CY,4175.85,169957.1,169957.1,civil,aggregate,169957.1,0.0,0.0,0.0,413.57,169957.1,0,0,0,0,0,1244
INV-2B879AFB,LI-0001245,INV-321971DD,2026-05-08 18:01:39,invoice,ocr_pdf,2022-03-02,Lindy Paving Inc,46-5329712,58-996748-1262,Pittsburgh,PA,procurement@lindypaving.com,+1-480-262-8514,Deutsche Bank,00000000-0000-0000-0000-000297e62614,VND-LPI-024,Lindy Paving Inc,subcontractor,civil,4.3,A,0,1,1,PROJ-MIN-001,BEC-MIN-QBC,Quebrada Blanca Phase 2 Copper Mine,Teck Resources,Tarapaca Region,I,mining,5300000000,1,active,LP-2022-0001245,2022-03-02,tax_invoice,USD,I,10,Civil supply — Quebrada Blanca Phase 2 Copper Mine Lot 10,2523,37.52,CY,CY,765.18,28709.55,28709.55,civil,aggregate,28709.55,0.0,0.0,0.0,350.04,28709.55,0,0,0,0,0,1245
INV-EDBA852B,LI-0001246,INV-7F011697,2026-05-08 18:01:39,invoice,ocr_pdf,2023-11-07,Lindy Paving Inc,46-5329712,58-996748-1262,Pittsburgh,PA,procurement@lindypaving.com,+1-480-262-8514,Deutsche Bank,00000000-0000-0000-0000-000297e62614,VND-LPI-024,Lindy Paving Inc,subcontractor,civil,4.3,A,0,1,1,PROJ-MIN-001,BEC-MIN-QBC,Quebrada Blanca Phase 2 Copper Mine,Teck Resources,Tarapaca Region,I,mining,5300000000,1,active,LP-2023-0001246,2023-11-07,tax_invoice,USD,I,11,Civil supply — Quebrada Blanca Phase 2 Copper Mine Lot 11,7214,16.79,CY,CY,4781.94,80288.77,86912.59,civil,aggregate,80288.77,0.0,0.0,0.0,34.41,86912.59,0,0,0,0,0,1246
INV-CA1AEFEC,LI-0001247,INV-1F6B3D1C,2026-05-08 18:01:39,invoice,ocr_pdf,2020-11-16,Lindy Paving Inc,46-5329712,58-996748-1262,Pittsburgh,PA,procurement@lindypaving.com,+1-480-262-8514,Deutsche Bank,00000000-0000-0000-0000-000297e62614,VND-LPI-024,Lindy Paving Inc,subcontractor,civil,4.3,A,0,1,1,PROJ-MIN-001,BEC-MIN-QBC,Quebrada Blanca Phase 2 Copper Mine,Teck Resources,Tarapaca Region,I,mining,5300000000,1,active,LP-2020-0001247,2020-11-16,tax_invoice,USD,I,12,Civil supply — Quebrada Blanca Phase 2 Copper Mine Lot 12,7213,38.59,CY,CY,389.23,15020.39,16259.57,civil,aggregate,15020.39,0.0,0.0,0.0,88.1,16259.57,0,0,0,0,0,1247
INV-A6E91E8E,LI-0001248,INV-A8B9E42E,2026-05-08 18:01:39,invoice,ocr_pdf,2022-09-25,Lindy Paving Inc,46-5329712,58-996748-1262,Pittsburgh,PA,procurement@lindypaving.com,+1-480-262-8514,Deutsche Bank,00000000-0000-0000-0000-000297e62614,VND-LPI-024,Lindy Paving Inc,subcontractor,civil,4.3,A,0,1,1,PROJ-MIN-001,BEC-MIN-QBC,Quebrada Blanca Phase 2 Copper Mine,Teck Resources,Tarapaca Region,I,mining,5300000000,1,active,LP-2022-0001248,2022-09-25,tax_invoice,USD,I,13,Civil supply — Quebrada Blanca Phase 2 Copper Mine Lot 13,8419,42.85,CY,CY,2351.18,100748.06,109059.77,civil,aggregate,100748.06,0.0,0.0,0.0,70.46,109059.77,0,0,0,0,0,1248
INV-E2A2501A,LI-0001249,INV-5CDD061B,2026-05-08 18:01:39,invoice,ocr_pdf,2024-09-02,Lindy Paving Inc,46-5329712,58-996748-1262,Pittsburgh,PA,procurement@lindypaving.com,+1-480-262-8514,Deutsche Bank,00000000-0000-0000-0000-000297e62614,VND-LPI-024,Lindy Paving Inc,subcontractor,civil,4.3,A,0,1,1,PROJ-MIN-001,BEC-MIN-QBC,Quebrada Blanca Phase 2 Copper Mine,Teck Resources,Tarapaca Region,I,mining,5300000000,1,active,LP-2024-0001249,2024-09-02,tax_invoice,USD,I,14,Civil supply — Quebrada Blanca Phase 2 Copper Mine Lot 14,8419,42.69,CY,CY,1098.53,46896.25,46896.25,civil,aggregate,46896.25,0.0,0.0,0.0,247.29,46896.25,0,0,0,0,0,1249
INV-42FEC9FB,LI-0001250,INV-F2C4049E,2026-05-08 18:01:39,invoice,ocr_pdf,2022-06-06,Lindy Paving Inc,46-5329712,58-996748-1262,Pittsburgh,PA,procurement@lindypaving.com,+1-480-262-8514,Deutsche Bank,00000000-0000-0000-0000-000297e62614,VND-LPI-024,Lindy Paving Inc,subcontractor,civil,4.3,A,0,1,1,PROJ-MIN-001,BEC-MIN-QBC,Quebrada Blanca Phase 2 Copper Mine,Teck Resources,Tarapaca Region,I,mining,5300000000,1,active,LP-2022-0001250,2022-06-06,tax_invoice,USD,I,15,Civil supply — Quebrada Blanca Phase 2 Copper Mine Lot 15,8537,28.85,CY,CY,4596.94,132621.72,132621.72,civil,aggregate,132621.72,0.0,0.0,0.0,7.58,132621.72,0,0,0,0,0,1250
