vnd_vendor_id,vnd_vendor_name_normalized,inv_supplier_name,inv_supplier_city,inv_supplier_state,country,vnd_vendor_type,vnd_trade_category,inv_li_epc_category,inv_li_material_type,website,vnd_vendor_code,inv_supplier_email,inv_supplier_gstin,inv_supplier_pan,inv_supplier_phone,vnd_cin,vnd_overall_rating,vnd_quality_rating,vnd_delivery_rating,vnd_safety_rating,vnd_financial_health,vnd_msme_flag,vnd_blacklisted,vnd_approved_vendor,vnd_empanelment_date,vnd_empanelment_expiry,vnd_specialisation,inv_supplier_bank_name,inv_supplier_ifsc_code
00000000-0000-0000-0000-000255dbdb38,TechnipFMC,TechnipFMC,Houston,TX,USA,subcontractor,offshore,subcontract,service,technipfmc.com,VND-T-069,procurement@technipfmc.com,32-4580533,45-215208-2908,+1-707-924-8160,1036928392,4.9,4.6,4.7,4.9,B,0,0,1,2009-10-01,2027-01-28,Offshore — EPC megaprojects,Citibank,JPMB7896489
00000000-0000-0000-0000-00010c8c523e,Chart Industries,Chart Industries,Ball Ground,GA,USA,supplier,lng_equipment,equipment,equipment,chartindustries.com,VND-CI-070,procurement@chartindustries.com,22-6931782,84-241426-8850,+1-846-463-4787,1593818995,4.9,4.2,4.3,4.7,A,0,0,1,2017-06-01,2027-01-28,Lng Equipment — EPC megaprojects,Bank of America,JPMB8264860
00000000-0000-0000-0000-0001f2ce0914,Linde Engineering,Linde Engineering,Munich,BAY,Germany,supplier,lng_equipment,equipment,equipment,linde-engineering.com,VND-LE-071,procurement@linde-engineering.com,DE305721247,29-408044-2646,+1-776-880-6213,1799888789,4.4,4.0,4.7,4.6,A,0,0,1,2008-03-01,2027-05-28,Lng Equipment — EPC megaprojects,Bank of America,JPMB7499150
00000000-0000-0000-0000-0000b9ce6745,CB&I Storage Tank Solutions,CB&I Storage Tank Solutions,The Woodlands,TX,USA,supplier,lng_storage_tanks,structural_steel,steel,cbi.com,VND-CST-072,procurement@cbi.com,21-8926475,39-830259-7477,+1-215-665-9341,1500164109,4.2,4.2,4.1,4.3,A,0,0,1,2020-09-01,2027-12-28,Lng Storage Tanks — EPC megaprojects,HSBC,JPMB5905732
00000000-0000-0000-0000-0000832b0a5d,Air Products and Chemicals,Air Products and Chemicals,Allentown,PA,USA,supplier,industrial_gases,site_overheads,service,airproducts.com,VND-APA-073,procurement@airproducts.com,35-1626212,76-376571-6837,+1-449-836-3075,2599891357,5.0,4.0,3.8,4.5,A,0,0,1,2015-02-01,2027-01-28,Industrial Gases — EPC megaprojects,Bank of America,JPMB6176303
00000000-0000-0000-0000-00021c19ed87,Emerson Electric Co,Emerson Electric Co,St. Louis,MO,USA,supplier,instrumentation,mep,equipment,emerson.com,VND-EEC-074,procurement@emerson.com,95-1013910,98-385121-3581,+1-816-484-8982,1652469924,4.6,4.5,4.2,4.4,B,0,0,1,2013-09-01,2027-11-28,Instrumentation — EPC megaprojects,JPMorgan Chase,JPMB1294695
00000000-0000-0000-0000-00025cf50d17,Siemens Energy,Siemens Energy,Munich,BAY,Germany,supplier,turbomachinery,equipment,equipment,siemens-energy.com,VND-SE-075,procurement@siemens-energy.com,DE552605385,87-128305-1649,+1-754-473-9200,1645930594,4.7,4.6,4.5,4.9,A,0,0,1,2013-01-01,2027-01-28,Turbomachinery — EPC megaprojects,Deutsche Bank,JPMB5119358
00000000-0000-0000-0000-000187e93b6f,CIRCOR International,CIRCOR International,Burlington,MA,USA,supplier,flow_control,mep,equipment,circor.com,VND-CI-076,procurement@circor.com,12-7256420,61-710937-6068,+1-350-614-8610,1815690048,4.7,4.0,4.0,5.0,A,0,0,1,2020-01-01,2027-09-28,Flow Control — EPC megaprojects,HSBC,JPMB5265449
00000000-0000-0000-0000-0001dfb24a88,IDEX Corporation,IDEX Corporation,Lake Forest,IL,USA,supplier,pumps_valves,mep,equipment,idexcorp.com,VND-IC-077,procurement@idexcorp.com,49-8423166,77-510136-4052,+1-499-855-1267,2776450712,4.4,4.6,4.7,4.3,B,0,0,1,2013-02-01,2027-07-28,Pumps Valves — EPC megaprojects,Barclays,JPMB6511269
00000000-0000-0000-0000-000228cb23cc,Flowserve Corporation,Flowserve Corporation,Irving,TX,USA,supplier,pumps_valves,mep,equipment,flowserve.com,VND-FC-078,procurement@flowserve.com,90-3986081,12-205172-5375,+1-660-469-1226,1182573057,4.9,4.7,4.9,4.9,A,0,0,1,2018-06-01,2027-08-28,Pumps Valves — EPC megaprojects,Deutsche Bank,JPMB6891729
00000000-0000-0000-0000-0002d132bc64,Sulzer Ltd,Sulzer Ltd,Winterthur,ZH,Switzerland,supplier,pumps_valves,mep,equipment,sulzer.com,VND-SL-079,procurement@sulzer.com,CH749755268,98-628252-3072,+1-909-975-3829,1791893004,4.5,4.9,3.8,4.3,A,0,0,1,2019-10-01,2027-02-28,Pumps Valves — EPC megaprojects,Citibank,JPMB6473993
00000000-0000-0000-0000-0002364ad4e6,Grundfos,Grundfos,Bjerringbro,MJ,Denmark,supplier,pumps_valves,mep,equipment,grundfos.com,VND-G-080,procurement@grundfos.com,DE74465162876,93-158346-2174,+1-879-949-6526,2861576034,4.8,4.8,4.6,4.9,B,0,0,1,2014-10-01,2027-03-28,Pumps Valves — EPC megaprojects,JPMorgan Chase,JPMB5118537
00000000-0000-0000-0000-0003035cbadb,ITT Inc,ITT Inc,White Plains,NY,USA,supplier,pumps_valves,mep,equipment,itt.com,VND-II-081,procurement@itt.com,73-3785681,63-258669-8881,+1-379-861-4017,1841325101,4.4,4.5,4.5,4.7,A,1,0,1,2012-09-01,2027-04-28,Pumps Valves — EPC megaprojects,Barclays,JPMB5334274
00000000-0000-0000-0000-00018cf95ad1,Vulcan Materials Company,Vulcan Materials Company,Birmingham,AL,USA,supplier,aggregate,civil,aggregate,vulcanmaterials.com,VND-VMC-082,procurement@vulcanmaterials.com,71-3169191,90-245607-6085,+1-227-828-2759,2335043806,4.4,4.1,4.1,4.8,B,0,0,1,2016-07-01,2027-07-28,Aggregate — EPC megaprojects,JPMorgan Chase,JPMB9616867
00000000-0000-0000-0000-000000bf1a5f,Martin Marietta Materials,Martin Marietta Materials,Raleigh,NC,USA,supplier,aggregate,civil,aggregate,martinmarietta.com,VND-MMM-083,procurement@martinmarietta.com,85-1103875,57-989161-7169,+1-279-846-4847,1943072574,4.9,4.7,4.1,4.3,A,0,0,1,2019-12-01,2027-10-28,Aggregate — EPC megaprojects,HSBC,JPMB9341211
00000000-0000-0000-0000-0001a7c2d39e,LaFarge Holcim US,LaFarge Holcim US,Chicago,IL,USA,supplier,cement_concrete,civil,cement,lafargeholcim.com,VND-LHU-084,procurement@lafargeholcim.com,59-5815123,13-547218-8130,+1-735-746-8867,1821391074,4.3,4.8,4.3,4.2,A,0,0,1,2017-03-01,2027-04-28,Cement Concrete — EPC megaprojects,JPMorgan Chase,JPMB5930537
00000000-0000-0000-0000-00004f2d7301,CEMEX USA,CEMEX USA,Houston,TX,USA,supplier,cement_concrete,civil,cement,cemex.com,VND-CU-085,procurement@cemex.com,98-3108980,86-868375-1340,+1-487-752-4644,2708110088,4.4,4.9,4.0,4.4,A,0,0,1,2009-02-01,2027-12-28,Cement Concrete — EPC megaprojects,Deutsche Bank,JPMB8537104
00000000-0000-0000-0000-0002264cd466,US Concrete,US Concrete,Euless,TX,USA,supplier,cement_concrete,civil,cement,us-concrete.com,VND-UC-086,procurement@us-concrete.com,84-5106825,22-529130-3079,+1-959-942-3410,1275903786,4.2,4.9,4.5,4.4,A,0,0,1,2012-03-01,2027-08-28,Cement Concrete — EPC megaprojects,Barclays,JPMB9870006
00000000-0000-0000-0000-0002de99d3df,Ready Mix USA,Ready Mix USA,Birmingham,AL,USA,supplier,cement_concrete,civil,cement,readymixusa.com,VND-RMU-087,procurement@readymixusa.com,83-5123670,67-351113-3266,+1-631-462-5045,2566459571,4.4,4.8,4.0,4.9,A,0,0,1,2021-11-01,2027-09-28,Cement Concrete — EPC megaprojects,Wells Fargo,JPMB8763807
00000000-0000-0000-0000-00014840dec4,Nucor Corporation,Nucor Corporation,Charlotte,NC,USA,supplier,structural_steel,structural_steel,steel,nucor.com,VND-NC-088,procurement@nucor.com,79-7371096,42-239740-7321,+1-387-979-4499,2025965944,4.3,4.7,4.4,4.3,A,0,0,1,2011-08-01,2027-04-28,Structural Steel — EPC megaprojects,Bank of America,JPMB3056472
00000000-0000-0000-0000-000040f1b375,Commercial Metals Company,Commercial Metals Company,Irving,TX,USA,supplier,structural_steel,structural_steel,steel,cmc.com,VND-CMC-089,procurement@cmc.com,88-2493850,47-954563-6868,+1-600-291-5581,1719439074,4.4,4.0,4.6,4.3,A,0,0,1,2020-02-01,2027-07-28,Structural Steel — EPC megaprojects,Deutsche Bank,JPMB7627472
00000000-0000-0000-0000-0000ad2cbf74,Gerdau Ameristeel,Gerdau Ameristeel,Tampa,FL,USA,supplier,structural_steel,structural_steel,steel,gerdau.com,VND-GA-090,procurement@gerdau.com,25-6186361,99-255852-1517,+1-352-416-6545,2595179077,4.6,4.3,3.9,4.9,B,0,0,1,2021-07-01,2027-04-28,Structural Steel — EPC megaprojects,Citibank,JPMB7631679
00000000-0000-0000-0000-0001f9f9c2ed,Chaparral Steel,Chaparral Steel,Midlothian,TX,USA,supplier,structural_steel,structural_steel,steel,chaparralsteel.com,VND-CS-091,procurement@chaparralsteel.com,28-2553583,63-494635-5784,+1-797-220-6681,1976573277,4.7,4.4,4.8,5.0,A,0,0,1,2015-02-01,2027-02-28,Structural Steel — EPC megaprojects,Deutsche Bank,JPMB9180582
00000000-0000-0000-0000-0000931003de,Harris Rebar,Harris Rebar,Wilmington,NC,USA,supplier,rebar,structural_steel,rebar,harrisrebar.com,VND-HR-092,procurement@harrisrebar.com,23-1909054,71-671474-6594,+1-883-206-4100,1583597233,4.8,4.7,3.9,4.8,A,0,0,1,2019-10-01,2027-05-28,Rebar — EPC megaprojects,Deutsche Bank,JPMB8465837
00000000-0000-0000-0000-0000178ee510,Nucor Rebar Fabrication,Nucor Rebar Fabrication,Charlotte,NC,USA,supplier,rebar,structural_steel,rebar,nucorfab.com,VND-NRF-093,procurement@nucorfab.com,75-8171850,60-762960-5746,+1-369-901-4813,2229756558,4.9,4.4,4.4,4.4,B,0,0,1,2012-09-01,2027-08-28,Rebar — EPC megaprojects,Citibank,JPMB9898115
00000000-0000-0000-0000-00022f1d7f72,Pacific Coast Steel,Pacific Coast Steel,Rialto,CA,USA,supplier,rebar,structural_steel,rebar,pacific-coast-steel.com,VND-PCS-094,procurement@pacific-coast-steel.com,63-4378405,34-956702-6254,+1-910-857-1897,3004174004,4.4,4.4,4.1,4.9,A,0,0,1,2017-07-01,2027-09-28,Rebar — EPC megaprojects,Barclays,JPMB6556804
00000000-0000-0000-0000-0000817dc71d,Mueller Water Products,Mueller Water Products,Atlanta,GA,USA,supplier,piping,civil,pipe,muellerwaterproducts.com,VND-MWP-095,procurement@muellerwaterproducts.com,34-5128486,88-857691-3234,+1-893-409-7632,2498290799,4.6,4.8,4.1,4.5,A,0,0,1,2013-03-01,2027-03-28,Piping — EPC megaprojects,HSBC,JPMB5558784
00000000-0000-0000-0000-00017daed59b,Northwest Pipe Company,Northwest Pipe Company,Vancouver,WA,USA,supplier,piping,civil,pipe,nwpipe.com,VND-NPC-096,procurement@nwpipe.com,88-9384944,79-496749-4836,+1-582-822-7783,1764327525,4.3,4.2,4.1,4.5,A,0,0,1,2008-03-01,2027-11-28,Piping — EPC megaprojects,HSBC,JPMB6236158
00000000-0000-0000-0000-0000cadff1fa,Tenaris,Tenaris,Luxembourg,LU,Luxembourg,supplier,piping,civil,pipe,tenaris.com,VND-T-097,procurement@tenaris.com,LU67784189612,62-339158-2385,+1-489-972-2986,1107972646,4.6,4.1,4.2,5.0,B,0,0,1,2010-09-01,2027-02-28,Piping — EPC megaprojects,Barclays,JPMB2336759
00000000-0000-0000-0000-00013785443d,Vallourec,Vallourec,Boulogne-Billancourt,IDF,France,supplier,piping,civil,pipe,vallourec.com,VND-V-098,procurement@vallourec.com,FR43031161361,80-635419-3336,+1-831-822-3999,1812460442,4.8,4.1,3.9,4.9,A,0,0,1,2014-11-01,2027-12-28,Piping — EPC megaprojects,Wells Fargo,JPMB8912490
00000000-0000-0000-0000-0002bcdbf8b4,Salzgitter Mannesmann,Salzgitter Mannesmann,Salzgitter,LS,Germany,supplier,piping,civil,pipe,salzgitter-mannesmann.com,VND-SM-099,procurement@salzgitter-mannesmann.com,DE675619253,82-481036-2751,+1-413-977-2251,2911151419,4.3,4.3,4.3,4.8,A,0,0,1,2013-05-01,2027-01-28,Piping — EPC megaprojects,Wells Fargo,JPMB7643289
00000000-0000-0000-0000-00024c3bb6c5,Meever & Meever,Meever & Meever,Rotterdam,ZH,Netherlands,supplier,piping,civil,pipe,meever.com,VND-MAM-100,procurement@meever.com,NE13008463625,66-545203-7420,+1-770-766-4440,2240303220,4.1,4.5,4.8,4.3,A,0,0,1,2019-02-01,2027-06-28,Piping — EPC megaprojects,Deutsche Bank,JPMB1639208
00000000-0000-0000-0000-00003093bc83,Core & Main,Core & Main,St. Louis,MO,USA,supplier,piping,civil,pipe,coreandmain.com,VND-CAM-101,procurement@coreandmain.com,15-3152452,10-426917-5707,+1-908-289-8518,1918822581,4.7,4.2,4.2,4.8,A,0,0,1,2019-05-01,2027-11-28,Piping — EPC megaprojects,Deutsche Bank,JPMB8552576
00000000-0000-0000-0000-0001c31e445c,Ferguson Enterprises,Ferguson Enterprises,Newport News,VA,USA,supplier,piping,civil,pipe,ferguson.com,VND-FE-102,procurement@ferguson.com,62-8353478,58-415428-9281,+1-303-248-6361,2655847498,4.2,4.6,4.2,5.0,A,0,0,1,2014-02-01,2027-10-28,Piping — EPC megaprojects,Wells Fargo,JPMB3739938
00000000-0000-0000-0000-0001f0d8a89d,Schneider Electric,Schneider Electric,Boston,MA,USA,supplier,electrical,mep,cable,se.com,VND-SE-103,procurement@se.com,92-5823156,37-214011-8810,+1-221-838-9492,2814603424,4.2,4.7,3.8,4.8,B,0,0,1,2013-01-01,2027-01-28,Electrical — EPC megaprojects,Wells Fargo,JPMB5696208
00000000-0000-0000-0000-000234bd98f9,Eaton Corporation,Eaton Corporation,Dublin,L,Ireland,supplier,electrical,mep,cable,eaton.com,VND-EC-104,procurement@eaton.com,GB735461227,47-939327-4853,+1-748-389-8905,2821979012,4.7,4.5,3.9,4.5,A,0,0,1,2015-12-01,2027-09-28,Electrical — EPC megaprojects,Barclays,JPMB7507981
00000000-0000-0000-0000-0000d654116e,Quanta Services,Quanta Services,Houston,TX,USA,subcontractor,electrical,mep,cable,quantaservices.com,VND-QS-105,procurement@quantaservices.com,38-7283526,29-790530-1437,+1-327-845-2899,3096638731,4.8,4.1,4.9,4.6,A,0,0,1,2015-01-01,2027-06-28,Electrical — EPC megaprojects,HSBC,JPMB8909350
00000000-0000-0000-0000-000281396c65,MYR Group,MYR Group,Northbrook,IL,USA,subcontractor,electrical,mep,cable,myrgroup.com,VND-MG-106,procurement@myrgroup.com,22-8255490,43-651251-8656,+1-867-908-3155,2067276727,4.2,4.4,4.7,4.7,B,0,0,1,2017-07-01,2027-01-28,Electrical — EPC megaprojects,Bank of America,JPMB5721695
00000000-0000-0000-0000-000310425145,WESCO International,WESCO International,Pittsburgh,PA,USA,supplier,electrical,mep,cable,wesco.com,VND-WI-107,procurement@wesco.com,77-1237785,28-569075-3010,+1-474-537-7865,2817064764,4.8,4.8,4.2,4.5,A,0,0,1,2011-07-01,2027-05-28,Electrical — EPC megaprojects,HSBC,JPMB7480106
00000000-0000-0000-0000-00032d60c067,Anixter International,Anixter International,Glenview,IL,USA,supplier,electrical,mep,cable,anixter.com,VND-AI-108,procurement@anixter.com,10-6531255,34-159617-6065,+1-311-775-1116,3084351349,4.8,4.4,4.0,4.3,A,0,0,1,2014-08-01,2027-10-28,Electrical — EPC megaprojects,Wells Fargo,JPMB3972555
00000000-0000-0000-0000-000359f61a3b,Rexel Holdings USA,Rexel Holdings USA,Dallas,TX,USA,supplier,electrical,mep,cable,rexel.com,VND-RHU-109,procurement@rexel.com,56-2151580,43-814669-3033,+1-300-576-7881,2458165897,4.1,4.1,4.1,4.5,A,0,0,1,2017-07-01,2027-07-28,Electrical — EPC megaprojects,Citibank,JPMB9250997
00000000-0000-0000-0000-0002bc92b00c,Prysmian Group,Prysmian Group,Milan,MI,Italy,supplier,electrical,mep,cable,prysmiangroup.com,VND-PG-110,procurement@prysmiangroup.com,IT49966313193,11-694932-7778,+1-670-213-5868,2622293896,4.6,5.0,4.9,4.9,B,0,0,1,2015-05-01,2027-12-28,Electrical — EPC megaprojects,Deutsche Bank,JPMB7781153
00000000-0000-0000-0000-0001a3403ece,Nexans,Nexans,Paris,IDF,France,supplier,electrical,mep,cable,nexans.com,VND-N-111,procurement@nexans.com,FR86016992252,65-537698-7676,+1-802-479-7556,1927991781,4.8,4.3,4.8,4.3,B,0,0,1,2012-10-01,2027-05-28,Electrical — EPC megaprojects,Deutsche Bank,JPMB5933238
00000000-0000-0000-0000-000213ab3c9a,Southwire Company,Southwire Company,Carrollton,GA,USA,supplier,electrical,mep,cable,southwire.com,VND-SC-112,procurement@southwire.com,72-3902569,92-874838-6902,+1-460-475-1761,3068848900,4.5,4.4,4.1,4.6,A,0,0,1,2009-02-01,2027-11-28,Electrical — EPC megaprojects,Deutsche Bank,JPMB9997224
00000000-0000-0000-0000-00001af15863,Belden Inc,Belden Inc,St. Louis,MO,USA,supplier,electrical,mep,cable,belden.com,VND-BI-113,procurement@belden.com,23-8684043,54-774917-3388,+1-609-487-7382,2026562242,4.5,4.2,4.1,4.7,A,1,0,1,2018-11-01,2027-01-28,Electrical — EPC megaprojects,Bank of America,JPMB5176768
00000000-0000-0000-0000-00017a54f96e,Phoenix Contact,Phoenix Contact,Blomberg,NRW,Germany,supplier,electrical,mep,cable,phoenixcontact.com,VND-PC-114,procurement@phoenixcontact.com,DE726050547,55-565218-5719,+1-968-931-8503,1356812530,4.4,4.2,4.0,4.5,A,0,0,1,2008-09-01,2027-07-28,Electrical — EPC megaprojects,Citibank,JPMB5451037
00000000-0000-0000-0000-0000ade211a8,Rockwell Automation,Rockwell Automation,Milwaukee,WI,USA,supplier,instrumentation,mep,equipment,rockwellautomation.com,VND-RA-115,procurement@rockwellautomation.com,91-8145616,34-153432-8190,+1-563-342-7787,1212323416,4.7,4.2,5.0,4.7,A,0,0,1,2018-04-01,2027-04-28,Instrumentation — EPC megaprojects,Citibank,JPMB2072097
00000000-0000-0000-0000-0000b8329a26,Yokogawa Electric,Yokogawa Electric,Tokyo,TKO,Japan,supplier,instrumentation,mep,equipment,yokogawa.com,VND-YE-116,procurement@yokogawa.com,JP3935647455,48-574858-4596,+1-653-719-9677,2806301354,4.9,4.0,4.0,4.3,A,0,0,1,2010-10-01,2027-12-28,Instrumentation — EPC megaprojects,Deutsche Bank,JPMB2004767
00000000-0000-0000-0000-000064a086f8,Endress+Hauser,Endress+Hauser,Reinach,BL,Switzerland,supplier,instrumentation,mep,equipment,endress.com,VND-E-117,procurement@endress.com,CH686576497,79-977416-4696,+1-687-739-6183,2736313202,4.7,4.7,4.4,4.3,B,0,0,1,2014-03-01,2027-02-28,Instrumentation — EPC megaprojects,JPMorgan Chase,JPMB8536673
00000000-0000-0000-0000-0003121c4c33,Krohne Group,Krohne Group,Duisburg,NRW,Germany,supplier,instrumentation,mep,equipment,krohne.com,VND-KG-118,procurement@krohne.com,DE857794169,81-506613-2830,+1-908-704-5961,2525628993,4.6,4.2,3.8,5.0,A,0,0,1,2014-10-01,2027-09-28,Instrumentation — EPC megaprojects,HSBC,JPMB8797660
00000000-0000-0000-0000-00020a261f92,Ametek Inc,Ametek Inc,Berwyn,PA,USA,supplier,instrumentation,mep,equipment,ametek.com,VND-AI-119,procurement@ametek.com,28-6307662,33-557886-5131,+1-650-633-9373,1466879657,4.2,4.3,4.8,4.5,A,1,0,1,2013-11-01,2027-08-28,Instrumentation — EPC megaprojects,Bank of America,JPMB8458334
00000000-0000-0000-0000-00007aa61e3f,Grainger,Grainger,Lake Forest,IL,USA,supplier,industrial_supply,site_overheads,service,grainger.com,VND-G-120,procurement@grainger.com,60-2235073,20-658153-8547,+1-410-558-4308,2397955142,4.2,4.3,4.2,4.8,A,0,0,1,2008-05-01,2027-01-28,Industrial Supply — EPC megaprojects,Citibank,JPMB3055037
00000000-0000-0000-0000-0001e333b81e,Fastenal Company,Fastenal Company,Winona,MN,USA,supplier,industrial_supply,site_overheads,service,fastenal.com,VND-FC-121,procurement@fastenal.com,19-5238070,46-812114-8085,+1-204-555-7230,2229518141,4.5,4.4,4.1,4.8,A,0,0,1,2013-08-01,2027-11-28,Industrial Supply — EPC megaprojects,Citibank,JPMB8272948
00000000-0000-0000-0000-0000e1da9a5f,MSC Industrial Direct,MSC Industrial Direct,Melville,NY,USA,supplier,industrial_supply,site_overheads,service,mscdirect.com,VND-MID-122,procurement@mscdirect.com,92-1336517,38-514281-2636,+1-498-516-2093,2691054687,4.2,4.3,4.5,4.3,B,0,0,1,2016-11-01,2027-02-28,Industrial Supply — EPC megaprojects,Bank of America,JPMB9579121
00000000-0000-0000-0000-0000780c53e0,Applied Industrial Technologies,Applied Industrial Technologies,Cleveland,OH,USA,supplier,industrial_supply,site_overheads,service,applied.com,VND-AIT-123,procurement@applied.com,76-8002703,85-724832-9876,+1-696-353-7274,2356445820,4.2,4.1,5.0,4.5,A,0,0,1,2009-09-01,2027-04-28,Industrial Supply — EPC megaprojects,JPMorgan Chase,JPMB3738114
00000000-0000-0000-0000-000185ade085,Motion Industries,Motion Industries,Birmingham,AL,USA,supplier,industrial_supply,site_overheads,service,motionindustries.com,VND-MI-124,procurement@motionindustries.com,34-4600640,85-761747-8565,+1-505-957-1463,2596983977,4.1,4.1,4.6,4.2,A,0,0,1,2010-09-01,2027-06-28,Industrial Supply — EPC megaprojects,Citibank,JPMB9653680
00000000-0000-0000-0000-000346400364,HD Supply,HD Supply,Atlanta,GA,USA,supplier,industrial_supply,site_overheads,service,hdsupply.com,VND-HS-125,procurement@hdsupply.com,27-6242078,19-371740-2714,+1-244-933-4275,1802372291,4.3,4.6,4.0,4.8,A,0,0,1,2021-05-01,2027-04-28,Industrial Supply — EPC megaprojects,Citibank,JPMB4814134
00000000-0000-0000-0000-00027ebe7bd4,Schlumberger SLB,Schlumberger SLB,Houston,TX,USA,supplier,oilfield_services,equipment,service,slb.com,VND-SS-126,procurement@slb.com,36-4877272,39-106764-5141,+1-725-533-5906,2056428440,4.6,4.5,4.2,4.9,A,0,0,1,2019-05-01,2027-12-28,Oilfield Services — EPC megaprojects,Bank of America,JPMB2278940
00000000-0000-0000-0000-00007fdd5459,Halliburton,Halliburton,Houston,TX,USA,supplier,oilfield_services,equipment,service,halliburton.com,VND-H-127,procurement@halliburton.com,25-8841841,48-558783-3072,+1-779-442-8409,2237162286,4.5,4.6,3.8,4.8,A,0,0,1,2019-08-01,2027-09-28,Oilfield Services — EPC megaprojects,Wells Fargo,JPMB3366008
00000000-0000-0000-0000-0002b5951cb2,National Oilwell Varco,National Oilwell Varco,Houston,TX,USA,supplier,drilling_equipment,equipment,equipment,nov.com,VND-NOV-128,procurement@nov.com,24-7084285,96-140414-6713,+1-400-638-2592,2453917525,4.5,4.1,4.3,4.4,A,0,0,1,2019-01-01,2027-08-28,Drilling Equipment — EPC megaprojects,Wells Fargo,JPMB3710818
00000000-0000-0000-0000-00008ed541d7,Harsco Corporation,Harsco Corporation,Camp Hill,PA,USA,supplier,scaffolding,site_overheads,service,harsco.com,VND-HC-129,procurement@harsco.com,24-8845879,38-434385-5586,+1-871-692-5123,1384984521,5.0,4.9,4.8,4.5,A,0,0,1,2009-03-01,2027-03-28,Scaffolding — EPC megaprojects,Deutsche Bank,JPMB8415538
00000000-0000-0000-0000-00021cde8454,Brand Industrial Services,Brand Industrial Services,Kennesaw,GA,USA,subcontractor,scaffolding,site_overheads,service,brandind.com,VND-BIS-130,procurement@brandind.com,31-5946054,10-425644-3221,+1-200-402-8670,1778427240,4.6,4.4,4.0,4.8,B,0,0,1,2016-11-01,2027-04-28,Scaffolding — EPC megaprojects,Deutsche Bank,JPMB9261860
00000000-0000-0000-0000-0001989f505f,Owens Corning,Owens Corning,Toledo,OH,USA,supplier,insulation,site_overheads,service,owenscorning.com,VND-OC-131,procurement@owenscorning.com,44-3701078,20-263561-5729,+1-360-925-2821,1781997022,4.0,4.3,4.3,4.7,A,0,0,1,2017-04-01,2027-12-28,Insulation — EPC megaprojects,Wells Fargo,JPMB9445606
00000000-0000-0000-0000-000029047428,Johns Manville,Johns Manville,Denver,CO,USA,supplier,insulation,site_overheads,service,jm.com,VND-JM-132,procurement@jm.com,12-5270154,26-308248-7651,+1-391-850-9284,3016161189,4.4,4.1,4.9,4.7,A,0,0,1,2009-06-01,2027-05-28,Insulation — EPC megaprojects,JPMorgan Chase,JPMB7183291
00000000-0000-0000-0000-0000d3b15265,PERI Group,PERI Group,Weissenhorn,BAY,Germany,supplier,formwork,site_overheads,service,peri.com,VND-PG-133,procurement@peri.com,DE537438578,40-773363-5382,+1-758-714-9409,2923025713,4.8,4.6,4.2,4.9,A,0,0,1,2012-10-01,2027-04-28,Formwork — EPC megaprojects,Bank of America,JPMB7242296
00000000-0000-0000-0000-000110e7fa02,Doka Group,Doka Group,Amstetten,NOE,Austria,supplier,formwork,site_overheads,service,doka.com,VND-DG-134,procurement@doka.com,CH900934334,14-786510-1344,+1-443-368-2594,2270587527,4.7,4.9,3.8,4.6,A,0,0,1,2020-07-01,2027-03-28,Formwork — EPC megaprojects,Barclays,JPMB9895361
00000000-0000-0000-0000-00005e416120,Thyssenkrupp Industrial Solutions,Thyssenkrupp Industrial Solutions,Essen,NRW,Germany,supplier,mining_equipment,equipment,equipment,thyssenkrupp-industrial-solutions.com,VND-TIS-135,procurement@thyssenkrupp-industrial-solutions.com,DE678338135,30-106144-4326,+1-943-845-2892,1234648266,4.3,4.4,4.5,4.9,B,0,0,1,2015-08-01,2027-06-28,Mining Equipment — EPC megaprojects,Bank of America,JPMB3666199
00000000-0000-0000-0000-000119e8ce45,FLSmidth,FLSmidth,Copenhagen,KBH,Denmark,supplier,mining_equipment,equipment,equipment,flsmidth.com,VND-F-136,procurement@flsmidth.com,DE79178653761,66-764979-6140,+1-946-662-8576,2486506207,4.2,4.1,3.9,4.7,A,0,0,1,2013-04-01,2027-08-28,Mining Equipment — EPC megaprojects,HSBC,JPMB2005403
00000000-0000-0000-0000-000265080008,Weir Group,Weir Group,Glasgow,GLA,UK,supplier,mining_equipment,equipment,equipment,global.weir,VND-WG-137,procurement@global.weir,GB285686476,32-579672-8305,+1-740-973-2757,1635423696,4.3,4.1,4.0,4.7,B,0,0,1,2012-09-01,2027-12-28,Mining Equipment — EPC megaprojects,Citibank,JPMB5694176
00000000-0000-0000-0000-000216c37d2e,Sandvik Mining,Sandvik Mining,Stockholm,AB,Sweden,supplier,mining_equipment,equipment,equipment,home.sandvik,VND-SM-138,procurement@home.sandvik,SW22755887324,15-192130-7803,+1-616-443-9903,3002378624,4.8,4.3,4.6,4.9,A,0,0,1,2018-12-01,2027-12-28,Mining Equipment — EPC megaprojects,Citibank,JPMB4585976
00000000-0000-0000-0000-000305678b52,Epiroc,Epiroc,Orebro,T,Sweden,supplier,mining_equipment,equipment,equipment,epiroc.com,VND-E-139,procurement@epiroc.com,SW45770640371,85-653406-8678,+1-900-780-1284,2129870024,4.7,4.8,4.2,4.4,A,0,0,1,2009-08-01,2027-06-28,Mining Equipment — EPC megaprojects,Wells Fargo,JPMB8405308
