bgt_actual_amount,bgt_committed_amount,bgt_cost_code_budget,bgt_cost_code_spent_pct,bgt_forecast_at_completion,cf_actual_amount,cf_flow_month,cf_flow_type,cf_planned_amount,cf_variance_amount,cf_working_capital_days,contract_end_date,contract_number,contract_start_date,contract_type,contract_value,ev_ac,ev_bac,ev_cpi,ev_cv,ev_eac,ev_ev,ev_pv,ev_spi,ev_sv,ev_vac,ext_commodity_name,ext_forex_rate,ext_market_price,ext_price_date,ext_price_mom_pct,ext_price_unit,ext_price_volatility,ext_price_yoy_pct,ext_rolling_12m_avg,ext_rolling_3m_avg,inv_budgeted_amount,inv_cgst_amount,inv_duplicate_flag,inv_duplicate_group_id,inv_grn_matched,inv_igst_amount,inv_invoice_currency,inv_invoice_date,inv_invoice_number,inv_invoice_type,inv_li_description,inv_li_epc_category,inv_li_hsn_sac_code,inv_li_material_type,inv_li_quantity,inv_li_sl_no,inv_li_taxable_amount,inv_li_total_amount,inv_li_unit_rate,inv_li_uom,inv_li_uom_normalized,inv_matched_po_number,inv_off_contract_flag,inv_other_charges,inv_payment_terms,inv_place_of_supply,inv_po_match_confidence,inv_price_variance_flag,inv_price_variance_pct,inv_project_code,inv_project_id,inv_project_name,inv_sgst_amount,inv_supplier_bank_name,inv_supplier_city,inv_supplier_email,inv_supplier_gstin,inv_supplier_name,inv_supplier_pan,inv_supplier_phone,inv_supplier_state,inv_taxable_amount,inv_total_amount,inv_variance_amount,inv_variance_flag,invoice_id,ld_per_day,line_item_id,mat_market_benchmark_rate,mat_price_trend,mat_rate_vs_benchmark_pct,pmt_advance_flag,pmt_days_to_pay,pmt_overdue_days,pmt_overdue_flag,pmt_payment_date,pmt_payment_id,pmt_payment_mode,pmt_payment_status,pmt_retention_held,pmt_retention_released,po_delivery_date,po_delivery_status,po_id,po_li_description,po_li_line_amount,po_li_quantity_ordered,po_li_quantity_pending,po_li_quantity_received,po_li_quantity_rejected,po_li_unit_rate,po_li_uom,po_open_amount,po_over_invoiced_flag,po_status,po_total_invoiced_amount,po_total_paid_amount,po_type,po_value,prj_client_name,prj_is_epc,prj_site_city,prj_site_state,prj_status,prj_total_contract_value,prj_type,retention_pct,row_process_id,sch_activity_id,sch_activity_name,sch_actual_pct,sch_actual_start,sch_delay_days,sch_delay_flag,sch_delay_reason,sch_float_days,sch_forecast_finish,sch_is_critical_path,sch_planned_finish,sch_planned_pct,sch_planned_start,synced_at,transaction_id,txn_date,txn_source,txn_type,vnd_approved_vendor,vnd_blacklisted,vnd_delivery_rating,vnd_financial_health,vnd_msme_category,vnd_msme_flag,vnd_overall_rating,vnd_quality_rating,vnd_safety_rating,vnd_specialisation,vnd_trade_category,vnd_vendor_code,vnd_vendor_id,vnd_vendor_name_normalized,vnd_vendor_type
8052568.91,9028782.88,12155471.87,73.5,13006042.29,8052568.91,2024-11-01,outflow_procurement,7778990.99,273577.92,30,2025-11-03,CTR-BEC-LNG-RG4-VND--001,2024-08-02,lump_sum,64819353,7746424.25,13006042.29,1.392,3035584.81,9343421.19,10782009.06,11419305.13,0.944,-637296.07,3662621.1,Service — Scaffolding,1.0,95000.0,2024-11-22,-2.11,USD/LS,0.12,3.95,86478.13,94455.43,10952424.76,0.0,0,,0,0.0,USD,2024-11-22,HC-2024-0006209,tax_invoice,Scaffolding supply — Rio Grande LNG Train 4 Lot 1,site_overheads,8544,service,19.5,1,7438862.73,8052568.91,381480.14,SF,SF,PO-BEC-LNG-RG4-VND-HC-00001,0,236.19,Net 30,TX,0.83,0,,BEC-LNG-RG4,PROJ-LNG-003,Rio Grande LNG Train 4,0.0,Deutsche Bank,Camp Hill,procurement@harsco.com,24-8845879,Harsco Corporation,38-434385-5586,+1-871-692-5123,PA,7438862.73,8052568.91,-2899855.85,under,INV-E8ED6A7F,177.59,LI-0006209,95000.0,stable,301.56,0,30,,0,2024-12-22,PMT-640591,wire_transfer,paid,241577.07,0.0,2025-01-14,on_track,PO-VND-HC-00001,Scaffolding supply — Rio Grande LNG Train 4 Lot 1,38411235.3,100.69,64.82,35.87,0.54,381480.14,SF,24864930.91,0,active,29848564.09,17364090.11,material_purchase_order,54713495,NextDecade Corporation,1,Brownsville,TX,active,4770000000,lng,3.0,6209,ACT-BEC-LNG-RG4-SIT-0001,Scaffolding delivery — Rio Grande LNG Train 4,82.9,2024-10-17,0,0,,7,2024-12-27,0,2024-12-27,87.8,2024-10-16,2025-01-15 08:00:00,INV-A2608787,2024-11-22,ocr_pdf,invoice,1,0,3.6,A,large,0,5.0,5.0,4.1,Scaffolding — EPC megaprojects (Bechtel preferred vendor),scaffolding,VND-HC-129,00000000-0000-0000-0000-00008ed541d7,Harsco Corporation,supplier
8529171.68,6959080.09,6930065.46,107.1,9591304.99,8529171.68,2024-03-01,outflow_procurement,8641365.39,-112193.71,65,2024-05-08,CTR-BEC-LNG-RG4-VND--001,2024-02-06,unit_rate,97598927,8834588.07,9591304.99,1.018,162056.01,9421714.14,8996644.08,8948687.56,1.005,47956.52,169590.85,Service — Scaffolding,1.0,95000.0,2024-03-08,-2.19,USD/LS,0.117,-4.77,95030.47,95357.06,7965644.18,0.0,0,,0,0.0,USD,2024-03-08,HC-2024-0006210,tax_invoice,Scaffolding supply — Rio Grande LNG Train 4 Lot 2,site_overheads,8708,service,31.75,2,8123020.65,8529171.68,255843.17,SF,SF,PO-BEC-LNG-RG4-VND-HC-00002,0,452.62,Net 30,TX,0.96,0,,BEC-LNG-RG4,PROJ-LNG-003,Rio Grande LNG Train 4,0.0,Deutsche Bank,Camp Hill,procurement@harsco.com,24-8845879,Harsco Corporation,38-434385-5586,+1-871-692-5123,PA,8123020.65,8529171.68,563527.5,over,INV-3282D050,267.39,LI-0006210,95000.0,stable,169.31,0,65,20,1,2024-05-12,PMT-960439,cheque,paid,426458.58,0.0,2024-05-04,on_track,PO-VND-HC-00002,Scaffolding supply — Rio Grande LNG Train 4 Lot 2,36611157.63,143.1,40.82,102.28,2.13,255843.17,SF,33338918.72,0,active,49750302.28,34952643.76,material_purchase_order,83089221,NextDecade Corporation,1,Brownsville,TX,active,4770000000,lng,5.0,6210,ACT-BEC-LNG-RG4-SIT-0002,Scaffolding delivery — Rio Grande LNG Train 4,93.8,2024-02-21,0,0,,14,2024-06-23,0,2024-06-23,93.3,2024-02-20,2025-01-15 08:00:00,INV-7ECE5FBE,2024-03-08,ocr_pdf,invoice,1,0,4.9,A,large,0,5.0,5.0,4.1,Scaffolding — EPC megaprojects (Bechtel preferred vendor),scaffolding,VND-HC-129,00000000-0000-0000-0000-00008ed541d7,Harsco Corporation,supplier
5922090.02,5690514.04,6427713.87,96.3,6912768.55,5922090.02,2024-12-01,outflow_procurement,6160289.66,-238199.64,36,2025-10-05,CTR-BEC-LNG-RG4-VND--001,2024-11-21,cost_plus,18909980,7037052.27,6912768.55,0.265,-5170604.76,26085919.06,1866447.51,2225911.47,0.839,-359463.96,-19173150.51,Service — Scaffolding,1.0,95000.0,2024-12-26,-2.01,USD/LS,0.142,-2.22,97647.46,92618.27,6149227.25,0.0,0,,0,0.0,USD,2024-12-26,HC-2024-0006211,tax_invoice,Scaffolding supply — Rio Grande LNG Train 4 Lot 3,site_overheads,8413,service,48.32,3,5922090.02,5922090.02,122559.81,SF,SF,PO-BEC-LNG-RG4-VND-HC-00003,0,327.18,Net 30,TX,0.83,0,,BEC-LNG-RG4,PROJ-LNG-003,Rio Grande LNG Train 4,0.0,Deutsche Bank,Camp Hill,procurement@harsco.com,24-8845879,Harsco Corporation,38-434385-5586,+1-871-692-5123,PA,5922090.02,5922090.02,-227137.23,on_track,INV-D1C9DE8D,51.81,LI-0006211,95000.0,stable,29.01,0,36,,0,2025-01-31,PMT-343915,cheque,paid,177662.7,0.0,2025-02-13,delayed,PO-VND-HC-00003,Scaffolding supply — Rio Grande LNG Train 4 Lot 3,36959136.3,301.56,155.91,145.65,0.08,122559.81,SF,8705917.35,0,closed,9644232.65,4876207.34,material_purchase_order,18350150,NextDecade Corporation,1,Brownsville,TX,active,4770000000,lng,3.0,6211,ACT-BEC-LNG-RG4-SIT-0003,Scaffolding delivery — Rio Grande LNG Train 4,27.0,2024-12-17,3,1,,0,2025-04-14,0,2025-04-11,32.2,2024-12-14,2025-01-15 08:00:00,INV-D93CC357,2024-12-26,ocr_pdf,invoice,1,0,4.3,A,large,0,5.0,5.0,5.0,Scaffolding — EPC megaprojects (Bechtel preferred vendor),scaffolding,VND-HC-129,00000000-0000-0000-0000-00008ed541d7,Harsco Corporation,supplier
9765416.4,9177272.94,9948465.47,117.5,7943889.33,9765416.4,2024-07-01,outflow_procurement,10515075.4,-749659.0,39,2025-04-07,CTR-BEC-LNG-RG4-VND--001,2024-06-23,lump_sum,115488787,9821002.26,7943889.33,0.335,-6532232.08,23713102.48,3288770.18,4329419.68,0.76,-1040649.5,-15769213.15,Service — Scaffolding,1.0,95000.0,2024-07-27,2.4,USD/LS,0.145,-0.18,89972.63,96724.2,8308644.4,0.0,0,,0,0.0,USD,2024-07-27,HC-2024-0006212,tax_invoice,Scaffolding supply — Rio Grande LNG Train 4 Lot 4,site_overheads,2523,service,45.9,4,9765416.4,9765416.4,212754.17,SF,SF,PO-BEC-LNG-RG4-VND-HC-00004,0,371.18,Net 30,TX,0.86,0,,BEC-LNG-RG4,PROJ-LNG-003,Rio Grande LNG Train 4,0.0,Deutsche Bank,Camp Hill,procurement@harsco.com,24-8845879,Harsco Corporation,38-434385-5586,+1-871-692-5123,PA,9765416.4,9765416.4,1456772.0,over,INV-17A1EA30,316.41,LI-0006212,95000.0,rising,123.95,0,39,,0,2024-09-04,PMT-155024,ach,paid,292962.49,0.0,2024-08-26,delayed,PO-VND-HC-00004,Scaffolding supply — Rio Grande LNG Train 4 Lot 4,60188154.69,282.9,0.55,282.35,2.54,212754.17,SF,52799198.53,0,active,58560017.47,41792043.12,material_purchase_order,111359216,NextDecade Corporation,1,Brownsville,TX,active,4770000000,lng,3.0,6212,ACT-BEC-LNG-RG4-SIT-0004,Scaffolding delivery — Rio Grande LNG Train 4,41.4,2024-07-16,0,0,,12,2024-11-20,0,2024-11-20,54.5,2024-07-16,2025-01-15 08:00:00,INV-61E5DDD8,2024-07-27,ocr_pdf,invoice,1,0,4.1,A,large,0,5.0,5.0,4.7,Scaffolding — EPC megaprojects (Bechtel preferred vendor),scaffolding,VND-HC-129,00000000-0000-0000-0000-00008ed541d7,Harsco Corporation,supplier
7682878.35,10768642.77,10403982.4,78.3,9624609.75,7682878.35,2024-12-01,outflow_procurement,8314903.13,-632024.78,24,2025-08-27,CTR-BEC-LNG-RG4-VND--001,2024-10-11,cost_plus,75038922,6487318.6,9624609.75,0.506,-3205326.68,19020967.89,3281991.92,4051960.7,0.81,-769968.78,-9396358.14,Service — Scaffolding,1.0,95000.0,2024-12-22,2.87,USD/LS,0.057,2.84,91450.46,94437.4,9809088.64,0.0,0,,0,0.0,USD,2024-12-22,HC-2024-0006213,tax_invoice,Scaffolding supply — Rio Grande LNG Train 4 Lot 5,site_overheads,2523,service,18.47,5,7682878.35,7682878.35,415965.26,SF,SF,PO-BEC-LNG-RG4-VND-HC-00005,0,486.44,Net 30,TX,0.9,0,,BEC-LNG-RG4,PROJ-LNG-003,Rio Grande LNG Train 4,0.0,Deutsche Bank,Camp Hill,procurement@harsco.com,24-8845879,Harsco Corporation,38-434385-5586,+1-871-692-5123,PA,7682878.35,7682878.35,-2126210.29,under,INV-65C48DF1,205.59,LI-0006213,95000.0,falling,337.86,0,24,,0,2025-01-15,PMT-018347,ach,paid,384143.92,0.0,2025-02-24,on_track,PO-VND-HC-00005,Scaffolding supply — Rio Grande LNG Train 4 Lot 5,38622374.39,92.85,27.13,65.72,1.79,415965.26,SF,33178847.33,0,active,41829277.67,39292016.22,material_purchase_order,75008125,NextDecade Corporation,1,Brownsville,TX,active,4770000000,lng,5.0,6213,ACT-BEC-LNG-RG4-SIT-0005,Scaffolding delivery — Rio Grande LNG Train 4,34.1,2024-12-12,0,0,,9,2025-01-31,0,2025-01-31,42.1,2024-12-07,2025-01-15 08:00:00,INV-6D3999D7,2024-12-22,ocr_pdf,invoice,1,0,3.8,A,large,0,5.0,5.0,4.5,Scaffolding — EPC megaprojects (Bechtel preferred vendor),scaffolding,VND-HC-129,00000000-0000-0000-0000-00008ed541d7,Harsco Corporation,supplier
93673.67,8976302.07,10139585.86,1.0,10481743.25,93673.67,2024-02-01,outflow_procurement,101135.81,-7462.14,49,2024-04-30,CTR-BEC-LNG-RG4-VND--001,2024-01-11,unit_rate,690734,81331.44,10481743.25,44.72,3555833.47,234386.03,3637164.91,3930653.72,0.925,-293488.81,10247357.22,Service — Scaffolding,1.0,95000.0,2024-02-18,3.68,USD/LS,0.081,5.78,101540.08,98561.08,9094604.28,0.0,0,,0,0.0,USD,2024-02-18,HC-2024-0006214,tax_invoice,Scaffolding supply — Rio Grande LNG Train 4 Lot 6,site_overheads,8419,service,3.28,6,86534.57,93673.67,26382.49,SF,SF,PO-BEC-LNG-RG4-VND-HC-00006,0,104.39,Net 30,TX,0.95,0,,BEC-LNG-RG4,PROJ-LNG-003,Rio Grande LNG Train 4,0.0,Deutsche Bank,Camp Hill,procurement@harsco.com,24-8845879,Harsco Corporation,38-434385-5586,+1-871-692-5123,PA,86534.57,93673.67,-9000930.61,under,INV-E8E7F08B,1.89,LI-0006214,95000.0,stable,-72.23,0,49,4,1,2024-04-07,PMT-031004,cheque,paid,2810.21,0.0,2024-05-13,on_track,PO-VND-HC-00006,Scaffolding supply — Rio Grande LNG Train 4 Lot 6,460902.1,17.47,0.8,16.67,0.27,26382.49,SF,302782.34,0,active,275029.66,142198.7,material_purchase_order,577812,NextDecade Corporation,1,Brownsville,TX,active,4770000000,lng,3.0,6214,ACT-BEC-LNG-RG4-SIT-0006,Scaffolding delivery — Rio Grande LNG Train 4,34.7,2024-01-12,0,0,,11,2024-05-20,0,2024-05-20,37.5,2024-01-09,2025-01-15 08:00:00,INV-6E1B5BB0,2024-02-18,ocr_pdf,invoice,1,0,4.1,A,large,0,5.0,5.0,4.5,Scaffolding — EPC megaprojects (Bechtel preferred vendor),scaffolding,VND-HC-129,00000000-0000-0000-0000-00008ed541d7,Harsco Corporation,supplier
342945.47,4588365.03,5040131.49,6.1,5257753.5,342945.47,2024-02-01,outflow_procurement,340008.83,2936.64,33,2024-10-05,CTR-BEC-LNG-RG4-VND--001,2023-11-27,unit_rate,1522766,313911.92,5257753.5,9.179,2567337.0,572802.43,2881248.92,3270322.68,0.881,-389073.76,4684951.07,Service — Scaffolding,1.0,95000.0,2024-02-02,0.17,USD/LS,0.177,-3.61,91864.37,94928.67,5620829.83,0.0,0,,0,0.0,USD,2024-02-02,HC-2024-0006215,tax_invoice,Scaffolding supply — Rio Grande LNG Train 4 Lot 7,site_overheads,8481,service,6.4,7,342945.47,342945.47,53585.23,SF,SF,PO-BEC-LNG-RG4-VND-HC-00007,0,183.36,Net 30,TX,0.86,0,,BEC-LNG-RG4,PROJ-LNG-003,Rio Grande LNG Train 4,0.0,Deutsche Bank,Camp Hill,procurement@harsco.com,24-8845879,Harsco Corporation,38-434385-5586,+1-871-692-5123,PA,342945.47,342945.47,-5277884.36,under,INV-7BF71B2C,4.17,LI-0006215,95000.0,stable,-43.59,0,33,,0,2024-03-06,PMT-182848,ach,paid,34294.55,0.0,2024-03-12,on_track,PO-VND-HC-00007,Scaffolding supply — Rio Grande LNG Train 4 Lot 7,1343917.57,25.08,11.32,13.76,0.43,53585.23,SF,679560.87,0,active,741296.13,510517.97,material_purchase_order,1420857,NextDecade Corporation,1,Brownsville,TX,active,4770000000,lng,10.0,6215,ACT-BEC-LNG-RG4-SIT-0007,Scaffolding delivery — Rio Grande LNG Train 4,54.8,2024-01-28,2,1,weather,15,2024-05-19,0,2024-05-17,62.2,2024-01-23,2025-01-15 08:00:00,INV-48814D8C,2024-02-02,ocr_pdf,invoice,1,0,4.5,A,large,0,5.0,5.0,4.2,Scaffolding — EPC megaprojects (Bechtel preferred vendor),scaffolding,VND-HC-129,00000000-0000-0000-0000-00008ed541d7,Harsco Corporation,supplier
3132170.26,4883305.57,7317067.29,45.4,6569641.42,3132170.26,2024-06-01,outflow_procurement,3099460.53,32709.73,32,2025-05-29,CTR-BEC-LNG-RG4-VND--001,2024-04-19,unit_rate,17835121,2669456.98,6569641.42,0.694,-816818.1,9466342.1,1852638.88,2108854.9,0.879,-256216.02,-2896700.68,Service — Scaffolding,1.0,95000.0,2024-06-13,-2.26,USD/LS,0.098,-2.75,98933.0,97064.4,6902719.52,0.0,0,,0,0.0,USD,2024-06-13,HC-2024-0006216,tax_invoice,Scaffolding supply — Rio Grande LNG Train 4 Lot 8,site_overheads,8708,service,23.22,8,2983019.3,3132170.26,128467.67,SF,SF,PO-BEC-LNG-RG4-VND-HC-00008,0,445.11,Net 30,TX,0.96,0,,BEC-LNG-RG4,PROJ-LNG-003,Rio Grande LNG Train 4,0.0,Deutsche Bank,Camp Hill,procurement@harsco.com,24-8845879,Harsco Corporation,38-434385-5586,+1-871-692-5123,PA,2983019.3,3132170.26,-3770549.26,under,INV-D5205756,48.86,LI-0006216,95000.0,stable,35.23,0,32,,0,2024-07-15,PMT-414051,ach,paid,156608.51,0.0,2024-08-10,delayed,PO-VND-HC-00008,Scaffolding supply — Rio Grande LNG Train 4 Lot 8,21933285.3,170.73,109.1,61.63,3.12,128467.67,SF,7140249.18,0,active,10418541.82,7043469.1,material_purchase_order,17558791,NextDecade Corporation,1,Brownsville,TX,active,4770000000,lng,5.0,6216,ACT-BEC-LNG-RG4-SIT-0008,Scaffolding delivery — Rio Grande LNG Train 4,28.2,2024-05-27,21,1,weather,10,2024-09-24,0,2024-09-03,32.1,2024-05-24,2025-01-15 08:00:00,INV-4F6905BD,2024-06-13,ocr_pdf,invoice,1,0,4.2,A,large,0,5.0,5.0,4.5,Scaffolding — EPC megaprojects (Bechtel preferred vendor),scaffolding,VND-HC-129,00000000-0000-0000-0000-00008ed541d7,Harsco Corporation,supplier
6177977.88,4060448.05,3360224.63,148.0,4526163.9,6177977.88,2024-02-01,outflow_procurement,6222254.8,-44276.92,46,2024-06-14,CTR-BEC-LNG-RG4-VND--001,2023-10-28,cost_plus,67568739,5300692.29,4526163.9,0.671,-1743127.46,6745400.75,3557564.83,3688823.58,0.964,-131258.75,-2219236.85,Service — Scaffolding,1.0,95000.0,2024-02-08,1.37,USD/LS,0.182,3.7,87211.68,99373.86,4173802.11,0.0,0,,0,0.0,USD,2024-02-08,HC-2024-0006217,tax_invoice,Scaffolding supply — Rio Grande LNG Train 4 Lot 9,site_overheads,7304,service,21.61,9,6177977.88,6177977.88,285885.14,SF,SF,PO-BEC-LNG-RG4-VND-HC-00009,0,264.91,Net 30,TX,0.92,0,,BEC-LNG-RG4,PROJ-LNG-003,Rio Grande LNG Train 4,0.0,Deutsche Bank,Camp Hill,procurement@harsco.com,24-8845879,Harsco Corporation,38-434385-5586,+1-871-692-5123,PA,6177977.88,6177977.88,2004175.77,over,INV-BF2C9A1F,185.12,LI-0006217,95000.0,falling,200.93,0,46,1,1,2024-03-25,PMT-019610,wire_transfer,paid,308898.89,0.0,2024-06-19,delayed,PO-VND-HC-00009,Scaffolding supply — Rio Grande LNG Train 4 Lot 9,39063345.53,136.64,23.15,113.49,0.5,285885.14,SF,23052677.75,0,active,36082834.25,26795676.54,material_purchase_order,59135512,NextDecade Corporation,1,Brownsville,TX,active,4770000000,lng,5.0,6217,ACT-BEC-LNG-RG4-SIT-0009,Scaffolding delivery — Rio Grande LNG Train 4,78.6,2023-12-28,0,0,,10,2024-05-12,0,2024-05-12,81.5,2023-12-25,2025-01-15 08:00:00,INV-8AB79368,2024-02-08,ocr_pdf,invoice,1,0,4.2,A,large,0,5.0,5.0,4.7,Scaffolding — EPC megaprojects (Bechtel preferred vendor),scaffolding,VND-HC-129,00000000-0000-0000-0000-00008ed541d7,Harsco Corporation,supplier
406485.64,12054268.75,11685749.17,2.9,15082007.6,406485.64,2024-04-01,outflow_procurement,434434.73,-27949.09,47,2024-12-20,CTR-BEC-LNG-PA2-VND--001,2024-03-12,unit_rate,1446137,376427.94,15082007.6,32.293,11779670.19,467036.44,12156098.13,13257084.68,0.917,-1100986.55,14614971.16,Service — Scaffolding,1.0,95000.0,2024-04-22,3.39,USD/LS,0.183,-0.13,88207.14,97490.23,13867528.52,0.0,0,,0,0.0,USD,2024-04-22,HC-2024-0006218,tax_invoice,Scaffolding supply — Port Arthur LNG Phase 2 Lot 1,site_overheads,3926,service,16.81,1,406485.64,406485.64,24181.18,SF,SF,PO-BEC-LNG-PA2-VND-HC-00001,0,434.17,Net 30,TX,0.92,0,,BEC-LNG-PA2,PROJ-LNG-006,Port Arthur LNG Phase 2,0.0,Deutsche Bank,Camp Hill,procurement@harsco.com,24-8845879,Harsco Corporation,38-434385-5586,+1-871-692-5123,PA,406485.64,406485.64,-13461042.88,under,INV-E4BAE601,3.96,LI-0006218,95000.0,rising,-74.55,0,47,2,1,2024-06-08,PMT-390518,cheque,paid,12194.57,0.0,2024-06-14,on_track,PO-VND-HC-00001,Scaffolding supply — Port Arthur LNG Phase 2 Lot 1,2461160.5,101.78,59.88,41.9,1.05,24181.18,SF,492682.55,0,closed,865975.45,679501.32,material_purchase_order,1358658,Sempra Infrastructure,1,Port Arthur,TX,active,8500000000,lng,3.0,6218,ACT-BEC-LNG-PA2-SIT-0001,Scaffolding delivery — Port Arthur LNG Phase 2,80.6,2024-04-06,0,0,,2,2024-06-14,0,2024-06-14,87.9,2024-04-01,2025-01-15 08:00:00,INV-6636F65C,2024-04-22,ocr_pdf,invoice,1,0,3.8,A,large,0,5.0,5.0,4.7,Scaffolding — EPC megaprojects (Bechtel preferred vendor),scaffolding,VND-HC-129,00000000-0000-0000-0000-00008ed541d7,Harsco Corporation,supplier
2107697.68,6248866.51,8631544.25,25.8,9158177.22,2107697.68,2024-03-01,outflow_procurement,2284054.87,-176357.19,43,2024-10-31,CTR-BEC-LNG-PA2-VND--001,2023-12-25,cost_plus,8754560,2526538.94,9158177.22,0.703,-749852.56,13027279.12,1776686.38,1849951.8,0.96,-73265.42,-3869101.9,Service — Scaffolding,1.0,95000.0,2024-03-21,1.06,USD/LS,0.214,0.29,93322.98,97222.75,8155300.62,0.0,0,,0,0.0,USD,2024-03-21,HC-2024-0006219,tax_invoice,Scaffolding supply — Port Arthur LNG Phase 2 Lot 2,site_overheads,8708,service,40.36,2,2107697.68,2107697.68,52222.44,SF,SF,PO-BEC-LNG-PA2-VND-HC-00002,0,451.02,Net 30,TX,0.84,0,,BEC-LNG-PA2,PROJ-LNG-006,Port Arthur LNG Phase 2,0.0,Deutsche Bank,Camp Hill,procurement@harsco.com,24-8845879,Harsco Corporation,38-434385-5586,+1-871-692-5123,PA,2107697.68,2107697.68,-6047602.94,under,INV-961981FC,23.99,LI-0006219,95000.0,rising,-45.03,0,43,,0,2024-05-03,PMT-285309,ach,paid,105384.88,0.0,2024-07-28,delayed,PO-VND-HC-00002,Scaffolding supply — Port Arthur LNG Phase 2 Lot 2,4854075.8,92.95,12.72,80.23,1.71,52222.44,SF,4256878.84,0,active,3394331.16,2782748.67,material_purchase_order,7651210,Sempra Infrastructure,1,Port Arthur,TX,active,8500000000,lng,5.0,6219,ACT-BEC-LNG-PA2-SIT-0002,Scaffolding delivery — Port Arthur LNG Phase 2,19.4,2024-02-12,0,0,,11,2024-05-22,0,2024-05-22,20.2,2024-02-09,2025-01-15 08:00:00,INV-6F5425CB,2024-03-21,ocr_pdf,invoice,1,0,4.9,A,large,0,5.0,5.0,4.4,Scaffolding — EPC megaprojects (Bechtel preferred vendor),scaffolding,VND-HC-129,00000000-0000-0000-0000-00008ed541d7,Harsco Corporation,supplier
1631076.59,15780684.03,10874355.11,12.0,14349704.7,1631076.59,2024-11-01,outflow_procurement,1749695.43,-118618.84,46,2025-08-17,CTR-BEC-LNG-PA2-VND--001,2024-08-02,lump_sum,15590081,1917676.65,14349704.7,2.514,2903824.13,5707917.54,4821500.78,4893249.3,0.985,-71748.52,8641787.16,Service — Scaffolding,1.0,95000.0,2024-11-16,1.74,USD/LS,0.155,9.31,96521.85,96210.64,13563014.78,0.0,0,,0,0.0,USD,2024-11-16,HC-2024-0006220,tax_invoice,Scaffolding supply — Port Arthur LNG Phase 2 Lot 3,site_overheads,8481,service,11.9,3,1631076.59,1631076.59,137065.26,SF,SF,PO-BEC-LNG-PA2-VND-HC-00003,0,161.24,Net 30,TX,0.95,0,,BEC-LNG-PA2,PROJ-LNG-006,Port Arthur LNG Phase 2,0.0,Deutsche Bank,Camp Hill,procurement@harsco.com,24-8845879,Harsco Corporation,38-434385-5586,+1-871-692-5123,PA,1631076.59,1631076.59,-11931938.19,under,INV-F43BA07F,42.71,LI-0006220,95000.0,stable,44.28,0,46,1,1,2025-01-01,PMT-720078,cheque,paid,163107.66,0.0,2025-03-22,on_track,PO-VND-HC-00003,Scaffolding supply — Port Arthur LNG Phase 2 Lot 3,9908447.65,72.29,43.91,28.38,0.3,137065.26,SF,10014837.78,0,active,4336732.22,3764636.13,material_purchase_order,14351570,Sempra Infrastructure,1,Port Arthur,TX,active,8500000000,lng,10.0,6220,ACT-BEC-LNG-PA2-SIT-0003,Scaffolding delivery — Port Arthur LNG Phase 2,33.6,2024-10-13,21,1,permit_delay,10,2025-01-12,0,2024-12-22,34.1,2024-10-13,2025-01-15 08:00:00,INV-A994CB15,2024-11-16,ocr_pdf,invoice,1,0,4.4,A,large,0,5.0,5.0,4.1,Scaffolding — EPC megaprojects (Bechtel preferred vendor),scaffolding,VND-HC-129,00000000-0000-0000-0000-00008ed541d7,Harsco Corporation,supplier
2006946.59,11587696.69,12176029.97,16.0,14022520.82,2006946.59,2024-12-01,outflow_procurement,2134013.58,-127066.99,41,2025-06-16,CTR-BEC-LNG-PA2-VND--001,2024-09-22,unit_rate,28653481,1802808.6,14022520.82,4.947,7115514.64,2834550.4,8918323.24,8623850.3,1.034,294472.94,11187970.42,Service — Scaffolding,1.0,95000.0,2024-12-18,2.46,USD/LS,0.217,1.01,86869.54,97113.39,12542321.73,0.0,0,,0,0.0,USD,2024-12-18,HC-2024-0006221,tax_invoice,Scaffolding supply — Port Arthur LNG Phase 2 Lot 4,site_overheads,8708,service,22.19,4,2006946.59,2006946.59,90443.74,SF,SF,PO-BEC-LNG-PA2-VND-HC-00004,0,292.22,Net 30,TX,0.89,0,,BEC-LNG-PA2,PROJ-LNG-006,Port Arthur LNG Phase 2,0.0,Deutsche Bank,Camp Hill,procurement@harsco.com,24-8845879,Harsco Corporation,38-434385-5586,+1-871-692-5123,PA,2006946.59,2006946.59,-10535375.14,under,INV-8B01D42C,78.5,LI-0006221,95000.0,rising,-4.8,0,41,,0,2025-01-28,PMT-285740,wire_transfer,paid,100347.33,0.0,2025-03-02,delayed,PO-VND-HC-00004,Scaffolding supply — Port Arthur LNG Phase 2 Lot 4,14594001.89,161.36,2.66,158.7,0.95,90443.74,SF,11698707.62,0,active,12182125.38,8903269.58,material_purchase_order,23880833,Sempra Infrastructure,1,Port Arthur,TX,active,8500000000,lng,5.0,6221,ACT-BEC-LNG-PA2-SIT-0004,Scaffolding delivery — Port Arthur LNG Phase 2,63.6,2024-12-08,0,0,,10,2025-02-24,0,2025-02-24,61.5,2024-12-07,2025-01-15 08:00:00,INV-BF6F5CAC,2024-12-18,ocr_pdf,invoice,1,0,4.4,A,large,0,5.0,5.0,4.3,Scaffolding — EPC megaprojects (Bechtel preferred vendor),scaffolding,VND-HC-129,00000000-0000-0000-0000-00008ed541d7,Harsco Corporation,supplier
